"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2020-08",98.34898,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2020-09",98.80284,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2020-10",99.03513,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2020-11",98.98105,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2018-12",100.5465,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2019-01",100.2402,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2019-02",99.89017,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2019-03",99.70329,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2019-04",99.60213,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2019-05",99.54892,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2019-06",99.38792,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2019-07",99.35526,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2019-08",99.28105,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2019-09",99.00266,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2019-10",98.77358,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2019-11",98.73536,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2019-12",98.72043,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2020-01",98.67087,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2020-02",98.53156,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2020-03",97.96493,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2020-04",97.05338,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2020-05",96.53111,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2020-06",96.48884,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2020-07",96.72874,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2020-08",96.80669,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2020-09",96.91853,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2020-10",97.22868,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2020-11",97.57553,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2018-12",101.0075,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2019-01",100.8073,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2019-02",100.604,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2019-03",100.431,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2019-04",100.2157,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2019-05",100.0269,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2019-06",99.84023,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2019-07",99.63953,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2019-08",99.43918,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2019-09",99.26395,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2019-10",99.20927,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2019-11",99.2115,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2019-12",99.25323,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2020-01",99.30804,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2020-02",99.07806,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2020-03",98.47056,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2020-04",97.76679,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2020-05",97.71829,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2020-06",98.26522,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2020-07",98.8789,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2020-08",99.35349,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2020-09",99.67488,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2020-10",99.92966,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2020-11",99.93903,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2018-12",98.56844,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2019-01",98.58735,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2019-02",98.64957,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2019-03",98.7315,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2019-04",98.78407,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2019-05",98.76273,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2019-06",98.61217,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2019-07",98.43678,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2019-08",98.3529,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2019-09",98.36598,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2019-10",98.41718,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2019-11",98.51938,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2019-12",98.55686,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2020-01",98.44412,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2020-02",98.05109,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2020-03",97.39043,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2020-04",96.78689,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2020-05",96.49394,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2020-06",96.62623,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2020-07",97.00504,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2020-08",97.47349,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2020-09",97.9651,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2020-10",98.48277,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2020-11",98.9428,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2018-12",102.7585,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2019-01",102.4324,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2019-02",102.1697,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2019-03",101.7868,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2019-04",101.4123,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2019-05",100.8677,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2019-06",100.3431,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2019-07",99.87645,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2019-08",99.4948,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2019-09",99.26781,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2019-10",99.19551,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2019-11",99.22835,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2019-12",99.41913,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-01",99.6991,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-02",99.52798,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-03",98.52148,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-04",97.00454,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-05",96.6039,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-06",97.30701,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-07",98.35619,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-08",99.26508,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-09",99.9795,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-10",100.478,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-11",100.9492,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2018-12",100.1115,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2019-01",100.3842,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2019-02",100.6767,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2019-03",100.8607,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2019-04",100.9099,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2019-05",100.7598,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2019-06",100.3532,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2019-07",99.9171,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2019-08",99.71197,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2019-09",99.59325,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2019-10",99.46365,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2019-11",99.30662,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2019-12",99.04012,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2020-01",98.5539,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2020-02",97.73691,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2020-03",96.39287,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2020-04",94.87176,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2020-05",94.08983,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2020-06",94.19191,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2020-07",94.56186,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2020-08",94.98243,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2020-09",95.45772,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2020-10",95.91856,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2018-12",98.06749,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2019-01",98.00945,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2019-02",98.10819,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2019-03",98.33242,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2019-04",98.31398,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2019-05",98.13648,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2019-06",98.04211,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2019-07",98.06373,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2019-08",98.11931,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2019-09",98.22401,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2019-10",98.27876,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2019-11",98.19929,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2019-12",97.47188,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-01",95.93395,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-02",94.50153,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-03",96.55129,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-04",98.21212,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-05",99.01438,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-06",99.29423,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-07",99.23554,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-08",98.82379,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-09",98.06054,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2018-12",101.8738,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2019-01",101.6215,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2019-02",101.4288,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2019-03",101.2915,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2019-04",101.1696,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2019-05",101.0788,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2019-06",100.9548,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2019-07",100.8372,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2019-08",100.7838,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2019-09",100.8006,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2019-10",100.8486,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2019-11",100.8503,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2019-12",100.7586,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2020-01",100.415,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2020-02",99.59393,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2020-03",97.99641,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2020-04",96.02374,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2020-05",95.48647,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2020-06",96.15129,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2020-07",97.16695,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2020-08",97.943,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2020-09",98.30352,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2020-10",98.29573,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2020-11",97.96978,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2018-12",101.4931,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2019-01",101.3547,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2019-02",101.1791,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2019-03",101.0117,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2019-04",100.8843,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2019-05",100.7849,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2019-06",100.6971,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2019-07",100.6124,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2019-08",100.5301,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2019-09",100.454,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2019-10",100.3871,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2019-11",100.3203,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2019-12",100.2332,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2020-01",100.0954,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2020-02",99.88757,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2020-03",99.56387,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2020-04",99.08453,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2020-05",98.56413,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2020-06",98.15888,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2020-07",97.99512,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2020-08",97.98257,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2020-09",98.02191,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2018-12",100.8725,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2019-01",100.6885,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2019-02",100.5099,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2019-03",100.3679,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2019-04",100.2256,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2019-05",100.0877,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2019-06",99.91651,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2019-07",99.74882,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2019-08",99.67729,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2019-09",99.57441,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2019-10",99.60686,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2019-11",99.71701,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2019-12",99.8075,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2020-01",99.72189,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2020-02",99.15099,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2020-03",97.81904,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2020-04",96.24888,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2020-05",95.99664,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2020-06",96.85281,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2020-07",97.98235,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2020-08",98.80041,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2020-09",99.26875,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2020-10",99.47289,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2020-11",99.3543,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2018-12",101.0372,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2019-01",100.7643,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2019-02",100.5167,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2019-03",100.3936,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2019-04",100.3483,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2019-05",100.4728,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2019-06",100.4498,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2019-07",100.3633,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2019-08",100.3079,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2019-09",100.2058,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2019-10",100.1856,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2019-11",100.2354,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2019-12",100.3121,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2020-01",100.3464,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2020-02",99.86002,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2020-03",98.59647,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2020-04",97.06161,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2020-05",96.99614,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2020-06",97.84098,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2020-07",98.74426,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2020-08",99.31638,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2020-09",99.37396,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2020-10",99.14064,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2020-11",98.7581,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2018-12",100.9854,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2019-01",101.0285,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2019-02",101.0167,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2019-03",100.8537,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2019-04",100.5336,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2019-05",100.2541,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2019-06",99.99603,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2019-07",99.88751,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2019-08",99.78873,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2019-09",99.77068,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2019-10",99.84393,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2019-11",99.94297,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2019-12",100.1053,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-01",100.2882,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-02",100.072,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-03",99.13311,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-04",97.6788,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-05",96.86476,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-06",96.98621,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-07",97.82098,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-08",98.69313,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-09",99.38744,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-10",99.79871,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-11",100.0448,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2018-12",104.0251,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2019-01",103.9473,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2019-02",103.62,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2019-03",103.062,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2019-04",102.3924,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2019-05",101.9673,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2019-06",101.5416,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2019-07",101.2381,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2019-08",101.0825,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2019-09",100.8872,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2019-10",101.0246,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2019-11",101.164,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2019-12",100.7518,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2020-01",100.2569,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2020-02",99.58054,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2020-03",98.13031,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2020-04",96.09013,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2020-05",95.15334,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2020-06",95.41959,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2020-07",95.96067,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2020-08",96.43358,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2020-09",96.76199,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2020-10",96.91058,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2020-11",96.65562,
